6496.1	Estávamos amargamente enganados. Se revertermos à força os rios sob a cidade — a cidade inteira desabará no subsolo. Isto não é uma solução
34499.0	Sem Convite
34499.1	Sei que a resposta me espera na Rede
34266.0	A Palavra da Inquisidora
34266.1	A existência do Poliedro ameaça as leis do mundo — por isso a Aglaya ordenou a demolição dele. A decisão é final
32393.0	A Rede
32393.1	Espero que a Yulia tenha terminado os cálculos
59907.0	A Rede
59907.1	A Yulia não está me esperando. Mas não há mais para onde ir
42035.0	Restam apenas horas… Apenas horas.
42035.1	Olá, Yulia. Eu mesmo não sei por que vim. Provavelmente para passar o tempo — o pouco que resta.
42035.2	Que estranho. Um dia tão terrível, e mesmo assim os visitantes não param de chegar — como se estivéssemos numa festa.
42035.3	Alguém mais apareceu?
42035.4	Tive uma visita esta manhã… uma conhecida antiga, digamos. Conversamos por muito tempo, e depois ela quis ver os meus documentos de urbanismo. Ela ainda está aqui, na sala com a maquete.\nSabe, acho que o senhor acharia bastante interessante conversar com ela.
42035.5	Está bem, por que não.
42035.6	De todo modo, não sei mais o que fazer comigo agora.
42035.7	Bom, de certo modo <i>é</i> uma festa. O dia em que a incerteza acaba.
42035.8	As pessoas simplesmente não querem ficar sozinhas agora.
42035.9	Olá, Yulia. Ontem não lhe trouxe nada de concreto sobre os túneis sob a cidade. Não tive tempo.
42035.10	Infelizmente. Era uma boa ideia — acendeu em mim a esperança de que pudéssemos salvar a cidade e o Poliedro. Mas agora é tarde demais; eu simplesmente não teria tempo de calcular nada neste momento…
42035.11	Desculpe. Por não corresponder às suas esperanças.
42035.12	Esta manhã tive uma visita… uma conhecida antiga, digamos. Conversamos por muito tempo, e depois ela quis ver os meus documentos de urbanismo. Ela ainda está aqui, na sala com a maquete.\nSabe, acho que o senhor acharia bastante interessante conversar com ela.
42035.13	Isso tem alguma relação com o futuro da cidade?
42035.14	Talvez eu devesse mesmo ter me apressado ontem?
42035.15	Yulia! A senhora estudou o mapa dos túneis subterrâneos?
42035.16	De ponta a ponta. Descobri que já não durmo há mais de um dia…
42035.17	E então?!
42035.18	Infelizmente, Dankovsky. Se o mapa for confiável, desviar o sangue de debaixo do Poliedro não vai funcionar, afinal. Se ele estivesse trezentos, quinhentos metros mais a oeste, ainda poderíamos arriscar… Mas, infelizmente.
42035.19	Eu tinha tanta esperança…
42035.20	Passei a noite inteira procurando opções. Uma barreira artificial no caminho do rio de sangue redirecionaria o sangue direto para o Gorkhon, e isso seria ainda pior. Trabalhos com explosivos para alterar vários túneis próximos de uma vez têm todas as chances de desabar metade da cidade no subsolo…
42035.21	Mas o mapa está incompleto… O Farkhad não terminou; há pontos em branco.
42035.22	E esses pontos, por tudo o que indica, ficam nos lugares mais inacessíveis. Mesmo considerando apenas o aspecto puramente material e físico de uma expedição para esclarecer os pontos em branco — quanto tempo levaria? Quantas pessoas mais morreriam da peste?
42035.23	E a Estirpe se oporia ativamente a tal expedição…
42035.24	Eu mesma me deixei levar pela esperança ontem. Mas o mapa do Farkhad confirma: o Poliedro bombeia sangue do subterrâneo e, portanto, a Peste Arenosa também. A localização da haste é fatalmente infeliz.\nAgora, a única chance da cidade é demolir toda a estrutura.
42035.25	Droga… Droga, droga.
42035.26	Queria tanto um acordo em que a cidade e o Poliedro sobrevivessem que, esta manhã, pedi a… uma conhecida antiga que revisse os meus cálculos. Ela não é engenheira, mas tem um talento único com números. O veredicto dela foi exatamente o mesmo.
42035.27	Quem é ela? Eu a conheço?
42035.28	Não sei. Acho que não, embora tudo seja possível. Eu… já trabalhei um pouco com ela na Capital.\nEla ainda está aqui, na sala com a maquete. Estudando os meus materiais antigos de urbanismo. Acho que ela não se importaria de falar com o senhor pessoalmente.
42035.29	Suponho que falarei com ela.
42035.30	Yulia… Obrigado por tentar. Por compartilhar a minha esperança ingênua.
42035.31	É a sua amiga, a Aysa?
42035.32	Não. Uma conhecida muito mais antiga — eu… já trabalhei um pouco com ela na Capital.\nEla ainda está aqui, na sala com a maquete. Estudando os meus materiais antigos de urbanismo. Acho que ela não se importaria de falar com o senhor pessoalmente.
