35284.0	Por que está em silêncio? O que há com ela?
35284.1	A Katerina precisa do hospital. E quanto antes, melhor. Receio que a cirurgia seja inevitável.
35284.2	Não, Dankovsky. Nada de hospital. Nada de olhares estranhos.
35284.3	O senhor tem tanto medo de olhares estranhos que está disposto a condená-la à morte?
35284.4	Bem, ao menos os olhares estranhos não atravessam as paredes de um caixão.
35284.5	Posso organizar uma sala de operações aqui mesmo. É só dizer.
35284.6	Já temos pouco tempo, e o senhor o desperdiça com discussões.
35284.7	Tenho uma hipótese, e preciso que o senhor seja completamente franco comigo.
35284.8	Fale direto, Dankovsky.
35284.9	Dor na parte baixa do abdômen, inflamação. A fonte da dor está nos ovários.
35284.10	O que isso significa?
35284.11	Pode indicar gravidez. Provavelmente com complicações.
35284.12	O senhor está enganado. Isso é impossível.
35284.13	Quando foi a última vez que tentaram conceber um filho?
35284.14	Dankovsky. O senhor acha mesmo que agora é o momento…
35284.15	Estou colhendo a anamnese. Pare de corar como uma donzela no primeiro baile.
35284.16	Tentamos por muitos anos. Sonhávamos com um herdeiro. Mas ela não pode, entende? Tudo em vão. Para a Katerina, a infertilidade foi um golpe — daí a maldita morfina…
35284.17	Infertilidade… Então tudo se encaixa…
35284.18	Infertilidade… Então tudo se encaixa.\n\nUm crescimento no ovário — foi por isso que vocês não conseguiam conceber. Tudo o que vemos agora aponta para um cisto à beira da ruptura.
35284.19	Então a infertilidade dela agora a atormenta não só no espírito, mas também no corpo?
35284.20	A vida dela corre perigo?
35284.21	O que é preciso para aliviar o sofrimento dela, Dankovsky? Darei tudo o que pedir. Uma única condição — aqui, no Eixo. Nada de hospital.
35284.22	É necessária uma operação urgente. Mas eu não sou cirurgião, Saburov.
35284.23	Mas o senhor é cientista. Formado pelos melhores mestres da Capital. Isso torna a soma do seu conhecimento a mais completa.
35284.24	A habilidade cirúrgica não depende da teoria nem da reputação. A minha é pobre.\n\nE todos os verdadeiros cirurgiões estão mortos: Isidor, o filho dele Burakh, e o aluno dele Rubin. O que significa que terei que agir sozinho. Não garanto nada.
35284.25	Eu… entendo. Sim, entendo. Qualquer coisa pela sobrevivência da Katerina.
35284.26	Pode ser preciso um doador de sangue. Colherei uma amostra da Katerina e procurarei alguém cujo sangue seja compatível.\n\nSe tal pessoa existir, será preciso trazê-la até aqui. Ela não precisa saber do diagnóstico, mas o fato da operação não pode ser escondido. O senhor concorda?
35284.27	Sangue… Quando eu era jovem, fui eu que precisei de sangue. A Katerina quis dar o dela — mas era incompatível. Então agora também não posso compartilhar o meu? Procure um doador.
35284.28	Preferiria evitar a publicidade. A Katerina não a quereria. Mas — que escolha temos?
35284.29	Muito bem. O tempo é curto, Saburov. Tentarei não atrasar o início da operação. Quem mora mais perto do Eixo? A Lyuricheva, creio. Tentarei analisar o sangue dela.\n\nE o senhor, de sua parte, prepare tudo: uma sala estéril, instrumentos. Posso contar com o senhor?
35284.30	Naturalmente.
35284.31	Naturalmente.\n\nTudo estará pronto em questão de minutos. Eu… desde esta manhã soube que poderia acabar assim.
35284.32	Clarividente. Obrigado. E agora permita que eu me prepare.
35284.33	Repito mais uma vez: não sou cirurgião. Mas farei tudo o que puder.
35284.34	Sabe, nem meu histórico de diagnósticos corretos no hospital é lá impressionante. E o senhor deposita suas esperanças em mim, numa operação tão difícil… Tenho um mau pressentimento.
35284.35	Resista, Saburov. Pela sua esposa.
35284.36	Muito bem. O tempo é curto, Saburov. Tentarei não atrasar o início da operação. A Lyuricheva mora mais perto do Eixo. Eu… já analisei o sangue dela. Sim, deve ser compatível — mande um mensageiro à Yulia.\n\nE prepare todo o resto: uma sala estéril, instrumentos. Posso contar com o senhor?
35284.37	Se o sangue dessa pessoa salvá-la — naturalmente.
35284.38	Mais alguma coisa? É só dizer.
35284.39	Acredito no senhor, Dankovsky. Não há mais nada em que acreditar.
35284.40	A habilidade cirúrgica não depende da teoria nem da reputação. A minha é pobre.\n\nVejo que o senhor já convocou um cirurgião de verdade. Isso é uma sorte. Falarei com o Burakh e, muito provavelmente, o envolverei na operação. Nesse caso, ele precisará saber de todos os detalhes médicos. Não discuta — é necessário. Se ao menos o Rubin estivesse vivo…
35284.41	A habilidade cirúrgica não depende da teoria nem da reputação. A minha é pobre.\n\nVejo que o senhor já convocou um cirurgião de verdade. Isso é uma sorte. Falarei com o Rubin e, muito provavelmente, o envolverei na operação. Nesse caso, ele precisará saber de todos os detalhes médicos. Não discuta — é necessário. Se ao menos o Burakh estivesse vivo…
35284.42	A habilidade cirúrgica não depende da teoria nem da reputação. A minha é pobre.\n\nVejo que o senhor já convocou cirurgiões de verdade. Isso é uma sorte. Falarei com o Burakh e o Rubin e, muito provavelmente, os envolverei na operação. Nesse caso, eles precisarão saber de todos os detalhes médicos. Não discuta — é necessário.
35284.43	Só posso confiar no senhor. Confiei-lhe o Comando de Emergência, e agora confio-lhe o bem mais precioso da minha vida.
35284.44	Entenda… O senhor é um forasteiro e, se a Cidade sobreviver, irá embora. A Katerina não gostaria que a memória da doença dela permanecesse aqui.
35284.45	Não me interessam os detalhes, apenas o fato. Sim ou não?
35284.46	Muito bem, não precisa responder. Afinal, é apenas a vida da sua esposa que está em jogo.
35284.47	Há uma chance de ser um cisto. Pode-se viver anos com ele sem notar nada — até a inflamação começar.
35284.48	Isso é perigoso para a vida? O que se pode fazer?
35284.49	Primeiro — descartar a gravidez. Quando foi a última vez que tentaram conceber um filho?
35284.50	Ela tinha problemas com a regularidade do ciclo menstrual?
35284.51	Que perguntas, Dankovsky. Eu não sei. Essas coisas não se discutem no jantar. Não vejo o que isso tem a ver com—
35284.52	Os sintomas dela podem indicar complicações na gravidez.
46429.0	Tanto sangue. Ele vai se infiltrar nas tábuas do piso e me lembrar deste dia para sempre.
46429.1	Sinto muito, Saburov. Fiz tudo o que pude.
46429.2	Ela vai se recuperar, não vai?
46429.3	Ela está morta.
46429.4	Vai ficar tudo bem. Vamos dar conta. Contratarei uma enfermeira, conseguirei os melhores remédios, vamos superar isso. Juntos.
46429.5	O senhor não está me ouvindo, Saburov. Sua esposa morreu.
46429.6	Por que está dizendo isso? Acabei de ouvi-la gritar. A Katerina não pode estar morta. É impossível. Por que está aí parado como um idiota? Faça alguma coisa!
46429.7	O senhor terá que aceitar a verdade.
46429.8	Que verdade, exatamente? Que errei ao chamá-lo? Essa verdade, Dankovsky? E o senhor ainda se chama de médico? Tenha coragem de dizer direto. Não desvie o olhar.
46429.9	Ela não respira há mais de dez minutos.
46429.10	Ela sangrou até morrer nas suas mãos. Isso não é uma mesa de operações, é um bloco de açougueiro. E o senhor ainda se chama de médico? Tenha coragem de dizer direto. Não desvie o olhar.
46429.11	Eu falhei. Sou um mau médico. É o que o senhor quer ouvir? Isso o consola?
46429.12	Receio que nenhum remédio ajude agora.
46429.13	O sangramento foi forte demais…
46429.14	O sangue no chão, Saburov, não é a pior desgraça agora.
46429.15	O sangue no chão, Saburov, não é a pior desgraça agora.
46429.16	O que aconteceu? Como foi?
46429.17	Algo deu errado… Ela parou de respirar no meio da operação.
46429.18	Mas ela está respirando agora. Isso quer dizer que está tudo bem?
46429.19	Ela respira, mas não reage a estímulos externos. É um coma.
46429.20	Ela vai se recuperar, não vai?
46429.21	Eu não sei.
46429.22	Como o senhor ousa se chamar de médico se não sabe? O senhor acabou de abri-la — há sangue por todo lado. E agora — o senhor não sabe? Tenha coragem de dizer direto. Não desvie o olhar.
46429.23	O senhor terá que aceitar a verdade.
46429.24	Que verdade, exatamente? Que errei ao chamá-lo? Essa verdade, Dankovsky? E o senhor ainda se chama de médico? Tenha coragem de dizer direto. Não desvie o olhar.
46429.25	Tudo depende do senhor.
46429.26	O que quer dizer com «depende do senhor»? O médico aqui é o senhor, Dankovsky. Foi para isso que o chamei. O senhor acabou de abri-la — há sangue por todo lado. E agora o quê — lava as mãos? Tenha coragem de dizer direto. Não desvie o olhar.
46429.27	A Katerina está viva, e ela precisa de cuidados. Ela ainda pode se recuperar — as pessoas saem de comas. Mas não posso dar um prognóstico; essa condição é pouco compreendida.
46429.28	A operação era arriscada. Tudo o que podia dar errado deu errado. Essas coisas acontecem.
46429.29	Saia. Saia antes que eu— Apenas vá. Não diga nada, não precisa. Deixe-me com ela.
46429.30	<i>Nulla calamitas sola.</i>
46429.31	Como desejar.
46429.32	Um coma é melhor que a morte. É.
46429.33	Eu nunca me perdoarei pela morte dela.
46429.34	Se o senhor quer alguém para descarregar a raiva — estou à sua disposição. Mas isso não ajudará a Katerina.
46429.35	Ela tem sorte de ter o senhor.
46429.36	E o que isso significa? Uma forma educada de dizer «meus pêsames»? O que o senhor fez com ela? Está lavando as mãos? Tenha coragem de dizer direto. Não desvie o olhar.
46429.37	Pior do que eu esperava. Resista.
46429.38	O sangue no chão, Saburov, não é a pior desgraça agora.
46429.39	O que aconteceu? Como foi?
46429.40	O cisto foi removido, mas foi preciso pagar um preço.
46429.41	Nada de rodeios, Dankovsky. Diga direto. Sou adulto, aguento.
46429.42	Ela se recuperará, mas pode esquecer o herdeiro. Para sempre. O ovário teve que sair junto com o cisto — não havia outro jeito.
46429.43	Ela viverá — é o que importa. Nada importa mais. E o herdeiro… Sabe, uma certeza amarga é melhor que a tortura da esperança.\n\nObrigado, Dankovsky. Não esquecerei isso.
46429.44	Vigie o estado dela. Mande me chamar imediatamente se a Katerina piorar de novo.
46429.45	Espero que o senhor tenha boa memória, então.
46429.46	<i>Nihil desperandum.</i>
46429.47	Não duvido que o senhor, Saburov, vá resistir. A questão é se ela vai.
46429.48	O que isso significa? Parecia-me que a operação tinha sido bem-sucedida.
46429.49	A Katerina está bem, mas pode esquecer o herdeiro. Para sempre.
46429.50	Engraçado o senhor se preocupar com isso, Saburov. Sua esposa acabou de andar na corda bamba, e o senhor pensa no chão.
