61604.2	Também há rotas fluviais
26062.0	
26062.1	Eu devia ter tomado esta torre para mim
26062.2	Comandar de um gabinete sob o telhado
26062.3	Ver pela janela a maquete em vez da cidade
42582.0	
42582.1	Manuscritos
42582.2	Um escritor profissional?
42582.3	Ou talvez só um estudante?
42582.4	Memórias? Diário pessoal?
62347.0	
62347.1	Essa atitude para com a arte
62347.2	Nada é sagrado
62347.3	Gente rude e inculta
31690.0	
31690.1	Vi esta roda num sonho
31690.2	Ela esmagou meus amigos, meus inimigos, a Capital e a mim
23664.0	Apatia +{0}
23664.1	Mania +{0}
73029.0	Café
73029.2	
64134.0	Caneta de pena de ferro
64134.2	
54069.0	Status: <status>
54069.1	aceito
54069.2	recursos insuficientes
11220.0	Geral
11220.1	
25329.0	Recursos *
25329.1	Nome
25329.2	N
25329.3	Saldo
25329.4	Gasto
53779.0	
53779.1	Punha na testa?
22791.0	
22791.1	Uma compressa para a dor de cabeça?
50434.0	
50434.1	Tentava baixar a febre?
56398.0	
56398.1	Por que está deitado na cama?
26362.0	
26362.1	Um pano molhado.
54457.0	Diagnóstico errado
54457.1	Diagnóstico confirmado
20125.0	Redefinir
63800.0	Ciclo contínuo
63800.1	Permitir turnos noturnos na fábrica dos Olgimsky.
48633.0	Mirar
48633.1	(Segurar) — Modo de Concentração
48633.2	Correr
48633.3	(Segurar) — Seleção de Arma
48633.4	Disparar
48633.5	Notas
48633.6	Inventário
48633.7	Mapa
48633.8	Interagir
48633.9	Recarregar
48633.10	Fichário
48633.11	Slot rápido
48633.12	Mapa mental
48633.13	Pausa
48633.14	Slots rápidos
48633.15	Movimento
48633.16	Pegar / guardar o Protótipo
48633.17	Sacar / guardar o revólver
48633.18	Câmera
48633.19	Barganha
48633.20	Slot rápido anterior
48633.21	Próximo slot rápido
48633.22	Limpar toda a rota
48633.23	Remover último ponto
48633.24	Iniciar viagem
48633.25	Adicionar ou remover ponto
48633.26	Coletar amostra
48633.27	Selecionar
48633.28	Anterior
48633.29	Próximo
48633.30	Restaurar configurações padrão
48633.31	Andar para frente
48633.32	Andar para trás
48633.33	Andar para a esquerda
48633.34	Andar para a direita
48633.35	Usar
48633.36	Entrar no modo de inspeção
48633.37	Sair do modo de inspeção
48633.38	Ativar cursor livre
48633.39	Desativar cursor livre
48633.40	Zoom
48633.41	Abrir menu
48633.42	Pegar
48633.43	Adicionar ao slot rápido
48633.44	Olhar ao redor
48633.45	Escolher save
48633.46	Carregar save
48633.47	Excluir save
48633.48	Alternar filtros
48633.49	Adicionar ingrediente
48633.50	Adicionar
48633.51	Falar
48633.52	Selecionar
48633.53	Próxima nota
48633.54	Nota anterior
48633.55	Escolher dia
48633.56	Marcar sintoma
48633.57	Descartar sintoma
48633.58	Parte do corpo
48633.59	Examinar
48633.60	Abrir dossiê
48633.61	(Protótipo) Modo de Projétil
48633.62	Ocultar interface
56886.0	Cornell Laine
56886.1	Editor, Roteirista
23321.0	A reação falhou, os reagentes se estragaram
23321.1	Não há onde guardar a substância final
23321.2	Reação bem-sucedida, substância guardada
37151.0	Pílula artesanal tônica
37151.1	Atenua parcialmente os efeitos negativos da apatia. Eficácia desconhecida.
37151.2	
48199.0	Pílula artesanal
48199.1	O que é? Não sei. Como funciona? Não faço ideia. Ou ela me acalma, ou acaba comigo de uma vez — sinceramente, quase não ligo mais
48199.2	
17573.0	Curioso
17573.1	
17573.2	
16164.0	SENHORES CIDADÃOS! PEDE-SE NÃO SAIR DE SUAS CASAS! QUARENTENA!
16164.1	Você percebe que, por causa do trilho, ninguém ouve o que você grita?
16164.2	SENHORES CIDADÃOS... O QUÊ?
16164.3	POR CAUSA DO TRILHO, NÃO SE OUVE VOCÊ!
16164.4	SOU O ARKHIP! O QUE VOCÊ QUER? ESTOU OCUPADO, NÃO VÊ? SENHORES CIDADÃOS, QUARENTENA...
16164.5	PARE DE BATER NO TRILHO!
16164.6	PROCURE ELE NA PREFEITURA, O QUE EU TENHO A VER COM ISSO? NÃO SAIAM DE SUAS CASAS, QUARENTENA!
16164.7	PROCURAR QUEM?
16164.8	HÃ?
