33492.2	Por favor, o senhor é um hóspede. Hóspedes sempre têm escolha. Ainda assim, está aqui. E farei o possível para recompensar isso.
33492.3	Então fale.
33492.4	Compartilhamos uma tragédia comum. Perdemos uma pessoa querida, importante, especial. No entanto, o nosso luto é… um pouco mais intricado que isso.
33492.5	Estou ouvindo.
33492.6	O que vou dizer é estritamente confidencial, doutor. Diz respeito à nossa reputação — e à sua, como pessoa conhecida por ser nossa amiga.
33492.7	Tem a minha palavra, suponho.
33492.8	Não podemos deixá-lo examinar o corpo de Simon. Porque não o temos.
33492.9	Eu suspeitava. Como aconteceu?
33492.10	Alguém roubou o corpo. Agora o senhor está a par do segredo. Eu diria até que está ligado à nossa família. E, se ainda quer encontrar Simon, precisamos achar o corpo o quanto antes.
33492.11	Tem toda a razão.
33492.12	Algum suspeito?
33492.13	Ninguém teve permissão de ver o corpo. Bem, exceto um médico, Stanislav Rubin — foi ele quem constatou a morte.
33492.14	Acha que Stanislav Rubin tem algo a ver com o desaparecimento do corpo?
33492.15	Impossível. Quem, em sã consciência, ousaria se indispor conosco?
33492.16	Ainda assim, gostaria de conhecer esse Rubin. Onde ele pode estar?
33492.17	Estive na casa dele e não o encontrei. Onde ele trabalha?
33492.18	Receio que só o governador da cidade, Alexander Saburov, saiba disso. Vocês já se conheceram?
33492.19	Não.
33492.20	Ouvi falar dele.
33492.21	O senhor também está procurando, não está?
33492.22	Estamos numa situação triste e ridícula: não temos a quem recorrer, a não ser o senhor. As pessoas falam demais. Se três pessoas sabem um segredo, todo mundo sabe.
33492.23	É, é engraçado.
33492.24	Pois bem. <i>Aut inveniam viam aut faciam.</i>
33492.25	Por que não me contou de imediato?
33492.26	As leis da hospitalidade o proibiam, se quiser. Ponha-se no meu lugar. Um hóspede respeitado chega, e a sua casa está uma bagunça. Você faria o possível para esconder, por polidez, não faria?
33492.27	Eu ainda contaria a verdade. Então diga-me, afinal, o que diabos está acontecendo.
33492.28	Farei o que puder para escapar da sua sombra sinistra.
33492.29	«Intricado»?
33492.30	Espero que também me dê alegrias.
33492.31	O senhor me convidou?
33492.32	Mandei chamá-lo. Não estava em casa?
33492.33	Acho que isso não importa mais. Queria discutir algo?
33492.34	Não fazia ideia. Acho que o destino não me deixou escolha.
33492.35	Fico feliz que tenha aceitado o convite.
33492.36	Você não me deixou escolha.
33492.37	Por favor, o senhor é um hóspede. Hóspedes sempre têm escolha. Ainda assim, está aqui. E farei o possível para recompensar isso.
33492.38	Então fale.
33492.39	Compartilhamos uma tragédia comum. Perdemos uma pessoa querida, importante, especial. No entanto, o nosso luto é… um pouco mais intricado que isso.
33492.40	Estou ouvindo.
33492.41	O que vou dizer é estritamente confidencial, doutor. Diz respeito à nossa reputação — e à sua, como pessoa conhecida por ser nossa amiga.
33492.42	Tem a minha palavra, suponho.
33492.43	Não podemos deixá-lo examinar o corpo de Simon. Porque não o temos.
33492.44	Eu suspeitava. Como aconteceu?
33492.45	Alguém roubou o corpo. Agora o senhor está a par do segredo. Eu diria até que está ligado à nossa família. E, se ainda quer encontrar Simon, precisamos achar o corpo o quanto antes.
33492.46	Tem toda a razão.
33492.47	Algum suspeito?
33492.48	Ninguém teve permissão de ver o corpo. Bem, exceto um médico, Stanislav Rubin — foi ele quem constatou a morte.
33492.49	Acha que Stanislav Rubin tem algo a ver com o desaparecimento do corpo?
33492.50	Impossível. Quem, em sã consciência, ousaria se indispor conosco?
33492.51	Ainda assim, gostaria de conhecer esse Rubin. Onde ele pode estar?
33492.52	Estive na casa dele e não o encontrei. Onde ele trabalha?
33492.53	Receio que só o governador da cidade, Alexander Saburov, saiba disso. Vocês já se conheceram?
33492.54	Não.
33492.55	Ouvi falar dele.
33492.56	O senhor também está procurando, não está?
33492.57	Estamos numa situação triste e ridícula: não temos a quem recorrer, a não ser o senhor. As pessoas falam demais. Se três pessoas sabem um segredo, todo mundo sabe.
33492.58	É, é engraçado.
33492.59	Pois bem. <i>Aut inveniam viam aut faciam.</i>
33492.60	Por que não me contou de imediato?
33492.61	As leis da hospitalidade o proibiam, se quiser. Ponha-se no meu lugar. Um hóspede respeitado chega, e a sua casa está uma bagunça. Você faria o possível para esconder, por polidez, não faria?
33492.62	Eu ainda contaria a verdade. Então diga-me, afinal, o que diabos está acontecendo.
33492.63	Farei o que puder para escapar da sua sombra sinistra.
33492.64	«Intricado»?
33492.65	Espero que também me dê alegrias.
33492.66	O senhor me convidou?
33492.67	Mandei chamá-lo. Não estava em casa?
33492.68	Acho que isso não importa mais. Queria discutir algo?
33492.69	Não fazia ideia. Acho que o destino não me deixou escolha.
19423.0	Como posso ajudar?
19423.1	Preciso saber onde trabalha o doutor Stanislav Rubin.
19423.2	O doutor atende em domicílio. Mas também trabalha na casa de Isidor Burakh, pelo que sei. Não me lembro de ele ter consultório próprio.
19423.3	Não o encontrarei na casa de um paciente…
19423.4	Então tente a sorte na casa de Isidor. Fica nos Quartos.
19423.5	Esperemos encontrá-lo lá.
19423.6	Obrigado.
19423.7	A casa de Isidor?
19423.8	Isidor exercia a função de médico na cidade. Mas suas capacidades iam muito além. Se um dia perguntar à Estirpe, eles lhe contarão detalhes fascinantes das outras atividades de Isidor.
19423.9	Soa sinistro.
19423.10	A palavra «cirurgião» é impopular aqui. E a definição de profissionalismo é diferente. Digamos assim: todos os menkhu são cirurgiões, mas nem todos os cirurgiões são menkhu.
19423.11	Sejamos honestos. Estamos falando de medicina popular. Coisa atrasada.
19423.12	Posso oferecer uma palavra de cautela? Isidor era amado pelo povo. Não menospreze o trabalho dele em público. Eu posso compreendê-lo, mas a multidão…
19423.13	Justo.
19423.14	Onde os médicos atendem nesta cidade?
19423.15	Ou na casa dos pacientes, ou montam os próprios consultórios. Estamos preparando um hospital para o senhor, então não se preocupe.
19423.16	Não me preocupo comigo. Procuro um colega, Stanislav Rubin.
19423.17	É claro. Quero trabalhar com um médico local, Stanislav Rubin. Onde posso encontrá-lo?
26785.0	…Você ao menos percebe o que pode haver nessa casa? Vê esse mofo? Fica longe. Você não tem medo nenhum, garoto.
26785.1	Percebo, quase entrei. Está vazio… Nem as coisas do Velho estão lá. Você já viu o corpo dele? Eu nunca acreditei que você mataria alguém. As pessoas são idiotas…
26785.2	As pessoas precisam de um culpado. E quem te disse que fui eu que matei o pai?
26785.3	Foi o Stakh… Diz que você matou o Velho por não ter corrido para casa quando ele te chamou. E ele também raspou a cabeça… Por algum motivo…
26785.4	…Aí está o idiota principal.
26785.5	Burakh — certo? — vocês entendem que a casa com esse mofo oleoso é perigosa, e mesmo assim ficam parados ao lado, ainda com uma criança perto de vocês.
26785.6	Ah, aliás. O Velho Burakh também o chamou. Por que culpam você e não ele? Ele chegou antes.
26785.7	Garoto, estou parado bem aqui — é falta de educação falar de mim na terceira pessoa.
26785.8	O Stakh tem uma rixa comigo, por isso fala mal. E quanto ao Dankovsky… Dane-se o Dankovsky.
26785.9	Ah! Vocês estão encenando que eu não existo? Pois bem, são péssimos atores.
26785.10	Está bem, chega de fazer beicinho. Vai morar com a Lara agora?
26785.11	Bem, ela não vai me expulsar se eu for… E, de todo modo, não ficarei sem teto.
26785.12	E o que estou esperando?…
26785.13	Ao menos eu não finjo que vocês não existem.
26785.14	Isso é rude. Não quero participar disso.
26785.15	Do que me acusam, afinal? Não matei ninguém.
26785.16	…
52627.0	A chave da casa de Isidor Burakh
52627.1	O Rubin pode estar lá. E um mofo estranho, aparentemente.
52627.2	
44674.0	O mofo nas paredes da casa precisa ser examinado.
44674.1	Já que nenhum médico daqui sabe que tipo de mofo existe na própria cidade, vou examiná-lo eu mesmo!
27398.0	
27398.1	Mofo estranho nas paredes da casa de um médico falecido. Vou tirar uma amostra.
12811.0	
12811.1	Tenho uma amostra de um mofo anormal — isso pode ser importante.
18440.0	Os Kain me convidam à Fornalha para conversar de novo.
18440.1	Os Kain me convidam à Fornalha de novo para conversar. Espero que desta vez realmente aconteça.
58657.0	Um mofo incomum. Será mesmo a Peste Arenosa?
58657.1	Encontrei mofo nas paredes da casa de Isidor. Será que é mesmo o primeiro sinal da Peste Arenosa?
57832.0	Saburov conta comigo para combater a peste.
57832.1	Saburov acredita que precisamos nos preparar para enfrentar a peste. Ele conta com a minha ajuda e não me deixa ir
6743.0	
6743.1	O corpo de Simon foi roubado. O governador Alexander Saburov pode saber mais.
