55606.3	Ele ficou com ela por amor? Ou porque abandoná-la seria desonroso?
55606.4	Por amor.
55606.5	Pergunta tola. Se a Katerina fosse um fardo, ele não a teria seguido.
55606.6	Em breve a cidade inteira os seguirá.
55606.7	Perdoe-me, Alexander.
64252.0	Dankovsky. Farei apenas uma pergunta sobre a minha esposa.
64252.1	É claro. Parto do princípio de que o senhor obteve o consentimento dela para discutir assuntos delicados.
64252.2	A Katerina nunca teve um dom místico, teve?
64252.3	…Como é?
64252.4	Não imagine nenhum absurdo. Eu admirava — e ainda admiro — a fé humilde dela. A capacidade dela de ver a feiura do mundo e aceitá-la, em vez de tentar remendá-la em algo novo.\n\nMas isso é mais profundo do que o misticismo. É a beleza de uma alma humana comum. Não é?
64252.5	Por que, diabos, o senhor está <i>me perguntando</i>?
64252.6	Todos estes anos, estive convencido de que a infertilidade dela era o preço do Dom Caloroso. Que carregávamos esse jugo porque tal era o custo do poder milagroso.\n\nMas, se fosse assim, ela não poderia ter sido curada. E o senhor a curou.
64252.7	O senhor está dizendo que a transformei de Senhora numa mulher comum? Talvez tenha feito.
64252.8	O senhor salvou esta cidade, a minha esposa e o meu futuro da morte. Tenho vergonha de ter duvidado do senhor. Uma vida completamente diferente começará aqui agora.
64252.9	O que o senhor acha do Poliedro?
64252.10	Todos estes anos ele me irritou. Um enfeite de vidro oco — dinheiro despejado nele, vidas arruinadas por ele, anos deitados por ele. Um ornamento desproporcional ao trabalho investido.\n\nMas agora, que está condenado, descubro que sinto um pouco de pena dele. Ele é bonito, afinal. Uma pena que vão derrubá-lo.
64252.11	Isso ainda vamos ver — se vão derrubá-lo…
64252.12	Boa piada, Dankovsky. Há cinco dias, eu teria acreditado que o senhor estava pronto a sacrificar dezenas de milhares por uma curiosidade arquitetônica. Hoje vejo que o senhor é um homem digno — embora entenda que a sua saudade dos projetos dos Kains ainda seja forte.
64252.13	Receio que o senhor não me conheça nada.
64252.14	Adeus, Alexander. Fico feliz que o senhor tenha atravessado este pesadelo.
64252.15	O Poliedro não é apenas um enfeite.
64252.16	Vejo que o senhor acredita nisso. E, diferente dos Kains, o senhor não sairá correndo atrás da próxima ideia maluca.\n\nO luto pela perda é o companheiro inevitável de qualquer homem que mete o nariz além do próprio prato. Talvez o senhor devesse falar disso com a Katerina.
64252.17	O senhor me entendeu mal. Não vou permitir… Sabe de uma coisa, deixe para lá.
64252.18	Já basta das tentativas eternas do Telmann de esquadrinhar a minha alma. A Katerina também não tem lugar lá.
64252.19	Uma vida diferente? Que tipo?
64252.20	Convocarei o conselho da cidade. Em vez de três famílias — ou, digamos, em adição a elas — escolheremos os melhores representantes da comunidade. A peste mostrou que a delegação sensata de responsabilidade aos executores no terreno permite resistir às mais graves calamidades.
64252.21	Cuidado, Alexander! Nesse ritmo, o senhor vai acabar com um sistema multipartidário!
64252.22	Exatamente. Ferimentos e doenças não são fatum, nem um pagamento justo por nada. São apenas erros — erros que podem, e devem, ser corrigidos.
64252.23	Certo.
64252.24	Não sei. Nestes dias, fiquei convencido de que milagres existem.
64252.25	Que sorte o senhor ter vindo ao maior especialista em misticismo da cidade.
64252.26	Não se pode determinar uma gravidez tão cedo — se é o que o senhor quer dizer.
64252.27	Obrigado, Dankovsky. O senhor me mostrou, com o próprio exemplo, o que esta cidade precisa.
64252.28	Educação?
