48939.0	«Doutor, hoje a casa está… como se chama o oposto de lotação esgotada no teatro? Pois é, é exatamente isso que temos.\nQuase não há pacientes — dos que têm a peste, mas que ela não mata na hora… E como vamos fazer a vacina de hoje?»
48939.1	Mas deve ter <i>algum</i> paciente, não?
48939.2	Tem. Só que hoje o seu único paciente sou eu, doutor. A ficha eu já preenchi.
48939.3	Tem, dois. A primeira é Kira, uma mulher instruída. Veio ao hospital por conta própria — só que não como paciente, e sim como suplicante. Queria falar com o senhor sobre um assunto. Mas notei febre nela e colhi uma amostra da peste.
48939.4	E o segundo?
48939.5	Pois é, hoje o paciente também sou eu, doutor. A ficha eu já preenchi.
48939.6	Essa é nova. Então, me dá os papéis e a gente conversa com calma.
48939.7	Como você conseguiu, Yakov…
48939.8	Vou falar com Kira primeiro — já que ela veio como suplicante. Pode ser coisa importante.
20045.0	Bom dia, Doutor! Apresso-me a informar que sua estadia no hospital hoje será tranquila, porém melancólica.
20045.1	Melancolia é palavra estranha para médicos.
20045.2	Na minha experiência, esse tipo de afirmação costuma ser entendida ao contrário.
20045.3	Difícil acreditar que vou descansar hoje.
20045.4	Isso é com o senhor, Doutor. Minha tarefa é apenas informar sobre o paciente. E hoje, será Sharp.
20045.5	Que nomes estranhos vocês têm nesta cidade.
20045.6	Está bem, onde está o prontuário dele?
20045.7	Ah, receio que o senhor não tenha entendido. É <i>esse</i> Sharp que virá vê-lo. O único sobrevivente do trem da morte.
20045.8	«Trem da morte» — que dramalhão. Em que século nós estamos, num folhetim?
20045.9	Conte-me mais. O que houve com ele?
20045.10	Essa história é mais horripilante que qualquer ficção. Quando a quarentena foi decretada na cidade, uma boa terça parte da população tentou fugir. Correu o boato de que dava para pagar e sair num trem de carga. Os passageiros se amontoaram às dezenas. Só que ninguém pretendia levar ninguém a lugar nenhum, e o povo ficou um dia inteiro ali dentro. Bem, «ficou» — considerando que entre os passageiros havia infectados com a Peste Arenosa… Em suma, Sharp foi o único que saiu de lá com as próprias pernas, e não numa carroça de cemitério.
20045.11	Essa é uma história deveras horripilante. Espero poder ajudar esse homem.
20045.12	Esse tipo de história é lugar-comum na minha profissão. Você só desperdiçou meu tempo com esse relato comprido. Dê-me o prontuário do paciente.
20045.13	Sem detalhes. É só me levar até ele.
7328.0	Então, senhor doutor? Já deu uma olhada? Está tudo do seu agrado, tudo arrumado como manda o figurino?
7328.1	Serve. Num dia não se faz melhor.
7328.2	Nos esforçamos como pudemos, a noite inteira sem dormir… O senhor diga se tiver algo fora do lugar.
7328.3	Onde estão os pacientes que devo examinar pessoalmente? Não me diga que é lá no palco? Que lugar vocês arranjaram para eles.
7328.4	E onde mais haveriam de estar? É para dar visibilidade — para separar daqueles doentes com quem não ousamos aborrecer o senhor.\nE além do mais: o teatro meio que dita as próprias regras, agora que virou hospital: mal se entra, e o olhar já vai para o palco. O que interessa acontece ali.
7328.5	Nessa cidade de vocês não conseguem passar sem simbolismo? Está bem, deixa assim.
7328.6	Então, vamos ao trabalho? Seguimos a sua instrução — procuramos os que aguentaram mais de cinco a oito horas com a peste.\nAchamos dois: a quitandeira Lyuta e o guarda do Termitário, Filat. E o terceiro, Tentilhão, veio por conta própria.
7328.7	E a quitandeira, como está?
7328.8	Foi transferida do quarteirão infectado. Diz que se sente muito bem — só teve uma febrezinha. Se me permite, eu pediria para começar por ela — é a que espera há mais tempo, fica sem graça.
7328.9	E quem é esse voluntário, Tentilhão?
7328.10	Um operário comum, já se deu por morto. Quando veio se entregar ao hospital, pediu alguma coisa para a cabeça — disse que estava doendo.
7328.11	E Filat, você disse, guarda aquele tal alojamento dos operários do Projeto Touro, que o Olgimsky mais velho colocou em quarentena?
7328.12	Isso mesmo. Deve ter se infectado lá, fazendo a ronda.\nDe Filat não se consegue uma queixa sequer — talvez seja melhor deixar esse caso por último… Se não for atrevimento dar conselho a um luminar.
7328.13	Pois bem, comecemos. Você pediu para começar pela Lyuta? Está bem, será como você quer.
7328.14	Na verdade, tanto faz para mim. Contanto que todo dia seja o mesmo protocolo: você me recebe, passa os casos, depois — vou ver os pacientes.
7328.15	Tem um quê de poesia nisso: um bacharel da capital encenando num teatro de província o espetáculo «Diagnóstico».
7328.16	Pontinho — ou como é seu nome? Não faça pergunta se não está pronto para ouvir a resposta.
9219.0	Doutor, temos uma situação aqui. Pensamos que tínhamos admitido três pacientes — o suficiente para a vacina — mas um deles…
9219.1	O que houve? Desembucha, Pontinho.
9219.2	É o Bobok, o vagabundo, um «bobo sagrado» daqui. Nós o trouxemos, testamos a praga, não maltratamos nem nada — mas de repente ele começou a recusar os procedimentos! Talvez o senhor consiga convencê-lo?
9219.3	Só o que me faltava — paciente teimoso.
9219.4	Por favor, tente achar uma abordagem, Doutor…\n\nTem também o Sharp. É quieto, mas meio transtornado. E um homem da estepe chamado Oktay — também parece fora de si. Que <i>dia!</i>
9219.5	O que houve com Sharp?
9219.6	Tentou fugir da Cidade num trem. Alguém prometeu que o trem ia partir… Ele e uma multidão inteira.\n\nBem, não os deixaram sair — alguém os trancou dentro. Houve uma debandada, e quase ninguém sobreviveu.
9219.7	E o que te fez pensar que Oktay está insano?
9219.8	As coisas que ele diz… Já ouvi todo tipo de coisa do povo da estepe, mas nunca <i>nada</i> parecido com o que Oktay fala. É melhor o senhor mesmo perguntar.
9219.9	Bem, tempo é o que não sobra. Vou ver os pacientes.
9219.10	Um momento! Finalmente encontrei os reagentes para o microscópio. Agora sim podemos coletar amostras. Estamos <i>no lucro</i>!
9219.11	Obrigado, Pontinho. Eu temia que o microscópio ficasse lá juntando poeira.
9219.12	As pessoas tendem a fazer tolices quando descobrem que só lhes restam alguns dias de vida. Vou falar com o vagabundo.
9219.13	Ah, tivemos o que se pode chamar de «um imprevisto»… Alguém roubou a cota de morfina de hoje. Temos reservas, mas sinceramente—é só o nosso segundo dia aberto, e já houve um roubo!
9219.14	É bom que o hospital esteja recebendo suprimentos, mas é uma pena que sejam tão mal vigiados. Viu alguém suspeito por aí?
9219.15	A culpa é minha, não percebi. Mas não se pode ter olhos em tudo num hospital! Pacientes pra cá, atendentes pra lá, papelada <i>por todo lado…</i>\n\nJá interroguei todo mundo—exceto aquela moça que você deixou entrar ontem. Ela passa o tempo confortando os moribundos, segurando as mãos deles. Não estou dizendo que ela não trabalha! Mas talvez ela tenha visto alguma coisa?
9219.16	Eu mesmo vou falar com Clara. E vou cuidar do roubo da morfina pessoalmente.
9219.17	Perdoe-me mais uma vez por como isso terminou… Devo entregar os prontuários dos pacientes?
9219.18	Entregue.
9219.19	Tem o vagabundo Bobok, um «santo tolo» local... Tem também o Sharp, que é quieto, mas meio perturbado. E tem um homem da estepe chamado Oktay—parece fora de si também. Que dia!
9219.20	O que aconteceu com o Sharp?
9219.21	Ele tentou fugir da Cidade num trem. Alguém prometeu que o trem partiria... Ele e uma multidão inteira.\n\nBem, não os deixaram sair—alguém os trancou lá dentro. Houve uma debandada, e quase ninguém sobreviveu.
9219.22	E o que te faz pensar que o Oktay é insano?
9219.23	As coisas que ele diz… Já ouvi todo tipo de coisa do povo da estepe, mas nunca <i>nada</i> parecido com o que o Oktay fala. É melhor perguntar a ele mesmo.
9219.24	Como você encontrou o vagabundo?
9219.25	Crédito dos nossos atendentes. Disseram que ele estava rondando uma casa de peste lacrada.
9219.26	Vou ver os pacientes.
9219.27	Um momento! Finalmente encontrei os reagentes para o microscópio. Agora sim podemos coletar amostras. Estamos <i>no lucro</i>!
