42413.1	O colosso antinatural foi derrubado. O sangue que jorrou da fundação dele salvará a cidade
19533.0	Thanatica
19533.1	Detive a pestilência e assim salvei o meu laboratório. Mas não perseguirei mais quimeras: o meu objetivo é impedir uma nova epidemia
32053.0	Fatum
32053.1	Mas, contra toda a lógica, salvar a cidade não ajudou a minha carreira científica
75560.0	Cidade de Pessoas
75560.1	Assim, de mãos dadas, vencemos a peste. Agora esta é uma cidade de pessoas vivas, não de milagres duvidosos e experimentos desumanos
45057.0	Morte em Batalha
45057.1	As descobertas minhas e do Yakov Pontinho elevarão a epidemiologia a alturas impossíveis. O mundo não o esquecerá!
20817.0	…
20817.1	…É você? O meu touro experimental heroico?
20817.2	Muu.
20817.3	Não conte a ninguém, mas senti a sua falta.
20817.4	Muu-uu.
20817.5	Então até os animais sem razão sentem a beleza.
20817.6	Querem destruir o Poliedro.
20817.7	Muu.
20817.8	Posso ficar aqui com você?
20817.9	Muu-uu-uu.
20817.10	Eu sei que não posso. Eu sei…
20817.11	Espero que o Bos Turokh — ou quem quer que você esteja vendo — te responda.
20817.12	Se eu salvar o Poliedro, não será por causa de um touro malcriado. Entendeu?
20817.13	Mas o que eu posso fazer? Não tenho esse poder. Não tenho mais forças para lutar.
20817.14	Muu-uu.
20817.15	Eu sei.
20817.16	Uma criatura sem razão… e no entanto luminosa de propósito.
20817.17	Muu-uu. Verdadeiramente muu-uu.
20817.18	Quero dizer «pensei que você tivesse sido roubado». Mas, sinceramente? Não pensei em nada. Tive tão pouco tempo para pensar nestes últimos dias.
20817.19	Você está morto, não está?
20817.20	Você foi um bom touro, Louro. É uma pena que tudo tenha terminado assim.
20817.21	Desculpe ter te infectado com a peste. Desculpe ter te mantido trancado numa casinha pequena e entediante.
20817.22	E como você foi parar aqui?
20817.23	Consigo ver as estrelas através de você.
43664.0	
43664.1	Toda criatura…
43664.2	…aspira ao sublime
43664.3	Eu me apeguei
72146.0	
72146.1	Algo não deu certo
72146.2	Algo que eu não consegui ver
72146.3	Uma pena
10208.0	
10208.1	O touro de papel vibra no meu bolso
27293.0	Os Caminhos se Separam
27293.1	Não posso entrar no Poliedro com os animais. Mas nunca saberei para onde o caminho levará o touro.\n\nQue seja bonito lá
60813.0	Encontro no Final
60813.1	E aqui está o meu touro chato. Só espero que ele não quebre a torre de vidro
7547.0	Inevitabilidade Destrutiva
7547.1	Vi na rua amaldiçoada o meu laboratório sendo destruído — e esse futuro se concretizou
40002.0	Começar do Começo
40002.1	Fiquei no terreno queimado. Se ao menos… Não. Este é o único erro que não tenho forças para corrigir
26879.0	A Rua Suok
26879.1	O vazio subterrâneo se rebelou contra o bisturi com que os Kains retalharam a cidade, e distorceu as linhas da rua, transformando-a numa maldição sobre os seus criadores
31842.0	«De acordo com o decreto de… hoje, o laboratório de Daniil Dankovsky…»
31842.1	Eu li o decreto, sei o que diz! Dê-me um minuto para me despedir deste lugar… Que pessoa o senhor é…
31842.2	O que está acontecendo aqui?
31842.3	Desobediência a um funcionário no exercício das funções — é o que está acontecendo aqui!\nEstou dizendo pela última vez: arrumem as trouxas e caiam fora. Vocês perderam completamente a noção! Acham que não vou usar a força só porque você é mulher?
31842.4	Deve haver um erro…
31842.5	Então o senhor é o chefe daqui? Nem tente fazer escândalo. Estou com o documento na mão, vê? Está escrito: «De acordo com o decreto de… hoje…»
31842.6	Chefe, eu juro: se ele não calar a boca, vou enfiar esse decreto goela abaixo dele.
31842.7	E isso, minha senhora, seria uma ameaça a um funcionário no exercício das funções. Um crime. Quantas vezes preciso repetir? Vocês estão ocupando este local ilegalmente!
31842.8	Quem emitiu o decreto? Com base em quê?
31842.9	Estou lendo para o senhor! «…o laboratório de Daniil Dankovsky deve ser fechado como resultado da sua interação com um objeto impossível, a saber, uma rua…»
31842.10	Espere, o quê?
31842.11	«…desconsiderando todos os avisos, Daniil Dankovsky percorreu a rua impossível e, com isso, selou o próprio destino. O laboratório deve ser fechado, os funcionários despejados. Selo, assinatura».
31842.12	Isso é impossível.
31842.13	Não faço ideia de que travessia de rua em local proibido foi tão criminosa que estão nos fechando por causa dela, mas é o que o papel diz. Eu entenderia a inconveniência das pesquisas, talvez até o desvio de verbas…\nCertamente deve ser um erro?
31842.14	O erro foi meu. Desculpe, Serafima. Destruí a Thanatica com o meu próprio medo.
31842.15	Droga! Avisaram-me — e mesmo assim entrei naquela rua amaldiçoada!
31842.16	Então a rua da Yulia superou todo o bom senso e a lógica, afinal.
31842.17	Não pode estar escrito isso. Deixe-me ver!
31842.18	Era o que eu temia…
31842.19	Nem pense nisso. E, aliás — quem sai daqui é o senhor, não a minha funcionária.
31842.20	O que eu fiz…
31842.21	Então o senhor é o chefe daqui? Nem tente fazer escândalo. Estou com o documento na mão, vê? Está escrito: «De acordo com o decreto de… hoje…»
31842.22	Um erro risível. O senhor não ouviu como o Daniil venceu a peste naquela cidade remota? O Instituto inteiro só fala disso! Deveriam condecorá-lo — não fechar o laboratório!\nEles estão brincando, chefe. Mas, quando o erro for corrigido, tudo voltará ao normal.
31842.23	Não vai voltar.
31842.24	Mas por quê?! Como pode ser?
31842.25	Não pode. E, no entanto, é.
31842.26	O erro foi meu. Desculpe, Serafima. Foi o meu medo que destruiu a Thanatica.
31842.27	Acabou. A rua amaldiçoada apagou todos os meus possíveis êxitos.
31842.28	Eles não ouviram nada.
31842.29	Então a rua da Yulia superou todo o bom senso e a lógica, afinal. Eu precisava ver com os próprios olhos.
31842.30	Um pesadelo acordado.
31842.31	Pesadelo acordado é a sua desobediência!\nEstou dizendo pela última vez: arrumem as trouxas e caiam fora. Vocês perderam completamente a noção! Acham que não vou usar a força só porque você é mulher?
65772.0	A Prefeitura
65772.1	Há destinos ainda desconhecidos na Prefeitura
12439.0	Ah! Dankovsky! Como você passou pelas barricadas?
12439.1	Não entendo, Andrey. Eles te agarraram! Como você… ou é o Pyotr? Estou perdido.
